"Section Name","Short Title","Min Cred","Max Cred","BLDG","ROOM","DAYS","Start Time","End Time","Faculty Name","Avail Status","Prerequisites","Coreq","Notes","Location","Seats Available","Seat Capacity"
"MATH-241-01","LINEAR ALGEBRA","3.00000","0.00000","DELADELA","316316","MWFS","11:30 AM,10:35 AM","12:20 PM,1:05 PM","Cox, Maureen","Open","MATH 152 & MATH 207","","","MC","17","20"
"MATH-252-01","ORDINARY DIFF. EQUATIONS","3.00000","0.00000","DELADELA","116116","TTHT","10:00 AM,1:10 PM","11:15 AM,3:40 PM","Klucznik, Michael","Open","MATH 152","","","MC","15","20"
"MATH-492-01","SENIOR COMPREHENSIVE PROJECT","1.00000","0.00000","","","",",",",","Hill, Christopher","Clsd","","","","MC","0","2"
"MBA-515F-71L01","INTRO TO BUSINESS ANALYTICS I","3.00000","0.00000","","","","","","Posmanick, Benjamin","Open","","","","SBUOL","7","20"
"MBA-516F-72L01","Acctg & Finance Foundations","3.00000","0.00000","","","","","","Rankin, Kathleen","Open","","","","SBUOL","12","20"
"MBA-610-F1F01","FINANCIAL MANAGEMENT","3.00000","0.00000","SWAN","205","T","6:00 PM","8:40 PM","Amira, Khaled","Open","MBA-604 OR MBA 515F. 516F & MBA 517F","","","MC","14","25"
"MBA-610-F1F02","FINANCIAL MANAGEMENT","3.00000","0.00000","SWAN","205","TH","6:00 PM","8:40 PM","Mahar, James","Open","MBA-604 OR MBA 515F. 516F & MBA 517F","","","MC","13","25"
"MBA-611-72L01","LEGAL ENVIRONMENT OF BUSINESS","3.00000","0.00000","","","","","","Sundquist, Edward","Clsd","","","","SBUOL","0","20"
"MBA-612-71L01","MARKETING MANAGEMENT","3.00000","0.00000","","","","","","Hurdle, Andrew","Clsd","","","","SBUOL","0","20"
"MBA-612-F1F01","MARKETING MANAGEMENT","3.00000","0.00000","SWAN","209","TH","6:00 PM","8:40 PM","Liu, Lu","Open","","","","MC","16","25"
"MBA-613-72L01","ORGANIZATIONAL BEHAVIOR","3.00000","0.00000","","","","","","Stevens, John","Clsd","","","","SBUOL","0","20"
"MBA-613-F1F01","ORGANIZATIONAL BEHAVIOR","3.00000","0.00000","SWAN","101","W","6:00 PM","8:40 PM","Jamro, Konrad","Open","","","","MC","6","20"
"MBA-613-F1F02","ORGANIZATIONAL BEHAVIOR","3.00000","0.00000","SWAN","205","W","2:30 PM","5:10 PM","Jamro, Konrad","Open","","","","MC","9","20"
"MBA-621-72L01","DATA VISUALIZATION","3.00000","0.00000","","","","","","Babb, Danielle","Open","","","","SBUOL","14","20"
"MBA-623-71L01","ADVANCED COST ACCOUNTING","3.00000","0.00000","","","","","","Kasperski, Michael","Open","","","","OL","17","20"
"MBA-628-72L01","MANAGERIAL ECONOMICS","3.00000","0.00000","","","","","","Wilson, David","Open","MBA 603 or MBA 515F & MBA 517F","","","SBUOL","10","20"
"MBA-629-71F01","AUDITING:APPL & CASES","3.00000","0.00000","SWAN","209","TTH","2:30 PM","5:10 PM","Coate, Charles","Open","ACCT 405","","","MC","5","25"
"MBA-630-F1F01","STUDENTS IN MONEY MGMT","3.00000","0.00000","SWAN","101","MW","4:00 PM","5:15 PM","Mahar, James","Open","MBA 604 OR MBA 517F","","CROSSLISTED WITH FIN 210 01, FIN 410 01, & FIN 420 01","MC","7","10"
"MBA-634-71L01","FINANCIAL MODELING","3.00000","0.00000","","","","","","Gallagher, Michael","Open","MBA 516F & MBA 517F OR MBA 601 AND MBA 604 ","","","SBUOL","4","20"
"MBA-635-72F01","ACCT:THEORY & RESEARCH","3.00000","0.00000","SWAN","209","TTH","2:30 PM","5:10 PM","Fischer, Michael","Open","ACCT 401","","","MC","1","25"
"MBA-638-F1F01","CONSUMER BEHAVIOR","3.00000","0.00000","SWAN","209","M","6:00 PM","8:40 PM","Gratz, Elizabeth","Open","MBA 612","","","MC","8","20"
"MBA-639-71L01","BEHAVIORAL FINANCE","3.00000","0.00000","","","","","","Mahar, James","Open","MBA 604","","","SBUOL","13","20"
"MBA-644-72L01","INTERNATIONAL MARKETING","3.00000","0.00000","","","","","","Trivedi, Dharti","Open","MBA 612","","","SBUOL","13","20"
"MBA-645-F1L01","INTERNATIONAL MANAGEMENT","3.00000","0.00000","","","","","","Jamro, Konrad","Open","","","","OL","1","20"
"MBA-649-72L01","BUSINESS POLICY","3.00000","0.00000","","","","","","Zhu, Jinjing","Open","MBA 610, MBA 612, MBA 613 & MBA 616","","","SBUOL","12","20"
"MBA-649-F1F01","BUSINESS POLICY","3.00000","0.00000","SWAN","205","TH","2:30 PM","5:10 PM","Jamro, Konrad","Open","MBA 610, MBA 612, MBA 613 & MBA 616","","","MC","11","20"
"MBA-649-F1F02","BUSINESS POLICY","3.00000","0.00000","SWAN","103","M","6:00 PM","8:40 PM","Zhu, Jinjing","Clsd","MBA 610, MBA 612, MBA 613 & MBA 616","","","MC","-1","20"
"MBA-650-F1F01","BUSINESS ETHICS","3.00000","0.00000","PLAS","006","T","2:30 PM","5:10 PM","Smothermon, Charles","Open","","","","MC","5","20"
"MBA-696FE-F1F01","SP TOP:FRANCISCAN ECONOMY","3.00000","0.00000","SWAN","205","W","6:00 PM","8:40 PM","Mahar, James","Open","","","crosslisted with BUS 299FE 01","MC","16","20"
"MBA-696FS-F1F01","SP TP:FIN SCANDALS & ECO CRIS","3.00000","0.00000","SWAN","101","TH","6:00 PM","8:40 PM","Crawford, John","Open","","","","MC","12","20"
"MBA-696W-F1F01","FRAUD EXAMINATION","3.00000","0.00000","SWAN","200","W","2:30 PM","5:10 PM","King, Darwin","Open","","","","MC","10","20"
"MEP-500-01","NURSING WRITING WORKSHOP","1.00000","0.00000","","","","","","Perkins, Connie","Open","","","","OL","15","20"
"MEP-510-01","FOUNDATIONAL NURSING CARE","5.00000","0.00000","FRHAFRHAFRHA","003109013","MFM","9:00 AM,9:00 AM,9:00 AM","10:30 AM,10:00 AM,3:00 PM","Soltysik, Suzanne","Open","","","","MC","25","30"
"MEP-511-01","HEALTH CARE POLICY & ETHICS","3.00000","0.00000","FRHA","102","W","9:30 AM","12:00 PM","Perkins, Connie","Open","","","","MC","25","30"
"MEP-515-01","PSYCHIATRIC NURSING CARE","6.00000","0.00000","FRHAFRHA","102107","MT","4:30 PM,9:00 AM","7:00 PM,2:00 PM","Shirey, Peggy","Open","","","","MC","23","30"
"MEP-610-01","ADVANCED PATHOPHYSIOLOGY","3.00000","0.00000","FRHAFRHAFRHAFRHA","102125108A108B","TWTT","10:30 AM,1:00 PM,12:30 PM,12:30 PM","11:30 AM,2:30 PM,2:30 PM,2:30 PM","Lundeen, Erin","Open","","","","MC","25","30"
"MEP-612-01","NURS THEORY & EV BASED PRACT","3.00000","0.00000","","","","","","Soltysik, Suzanne","Open","","","","OL","23","30"
"MEP-614-01","ADVANCED PHARMACOLOGY","3.00000","0.00000","FRHA","102","TH","4:00 PM","6:30 PM","Crumrine, Filane","Open","","","","MC","23","30"
"MGT-301-01","MGMT & ORGANIZA.BEHAVIOR","3.00000","0.00000","SWANSWAN","203203","MWM","2:30 PM,1:10 PM","3:45 PM,3:40 PM","Stevens, John","Clsd","","","","MC","-1","25"
"MGT-301-02","MGMT & ORGANIZA.BEHAVIOR","3.00000","0.00000","SWANSWAN","203203","MWW","4:00 PM,10:35 AM","5:15 PM,1:05 PM","Stevens, John","Clsd","","","","MC","0","25"
"MGT-301-03","MGMT & ORGANIZA.BEHAVIOR","3.00000","0.00000","SWAN","203","MW","6:00 PM,","7:15 PM,","Stevens, John","Clsd","","","","MC","0","25"
"MGT-306-01","PRODUCTION OPERATION MGMT","3.00000","0.00000","SWANSWAN","203203","TTHS","8:30 AM,1:10 PM","9:45 AM,3:40 PM","Jahed, Mohammed","Clsd","QMX 212","","","MC","-5","25"
"MGT-306-02","PRODUCTION OPERATION MGMT","3.00000","0.00000","SWANSWAN","203203","TTHT","10:00 AM,1:10 PM","11:15 AM,3:40 PM","Jahed, Mohammed","Clsd","QMX 212","","","MC","-5","25"
"MGT-306-03","PRODUCTION OPERATION MGMT","3.00000","0.00000","SWANSWAN","203203","TTHM","11:30 AM,8:00 AM","12:45 PM,10:30 AM","Jahed, Mohammed","Clsd","QMX 212","","","MC","-5","25"
"MGT-322-01","INTRO TO BUSINESS ANALYTICS","3.00000","0.00000","","","MW","4:00 PM,","5:15 PM,","Branch, LaurieMcElfresh, Reed","Clsd","QMX 212","","","OL","0","25"
"MGT-329-01","INTRO TO SPORTS MANAGEMENT","3.00000","0.00000","SWANSWAN","205205","MWFM","9:30 AM,10:35 AM","10:20 AM,1:05 PM","Demiris, Tiffany","Clsd","","","crosslisted with BSM 329 01 ","MC","0","10"
"MGT-329-02","INTRO TO SPORTS MANAGEMENT","3.00000","0.00000","SWANSWAN","205205","MWFS","11:30 AM,10:35 AM","12:20 PM,1:05 PM","Demiris, Tiffany","Clsd","","","crosslisted with BSM 329 02","MC","-1","10"
"MGT-401-01","PERSONNEL/HUMAN RESOURCE","3.00000","0.00000","SWAN","109","TH","6:00 PM,","8:40 PM,","Clarke, Jennifer","Open","MGT 301","","","MC","1","25"
"MGT-413-01","BUSINESS POLICY","3.00000","0.00000","PLASPLAS","006006","MWM","2:30 PM,1:10 PM","3:45 PM,3:40 PM","Palmer, Todd","Clsd","BUSINESS MAJORS WITH SENIOR STANDING","","","MC","-2","25"
"MGT-413-02","BUSINESS POLICY","3.00000","0.00000","SWANSWAN","103103","TTHS","8:30 AM,1:10 PM","9:45 AM,3:40 PM","Zhu, Jinjing","Clsd","BUSINESS MAJORS WITH SENIOR STANDING","","","MC","-4","25"
"MGT-413-03","BUSINESS POLICY","3.00000","0.00000","SWANSWAN","103103","TTHT","10:00 AM,1:10 PM","11:15 AM,3:40 PM","Zhu, Jinjing","Clsd","BUSINESS MAJORS WITH SENIOR STANDING","","","MC","-6","25"
"MGT-413-04","BUSINESS POLICY","3.00000","0.00000","PLASPLAS","006006","MWW","4:00 PM,10:35 AM","5:15 PM,1:05 PM","Palmer, Todd","Open","BUSINESS MAJORS WITH SENIOR STANDING","","","MC","2","20"
"MGT-430-01","ENTREPRENEURSHIP PRACT.","3.00000","0.00000","SWAN","103","TTH","6:00 PM,","7:15 PM,","Palmer, ToddCullen, Thomas","Clsd","NEEDS APPROVAL OF MGT DEPT CHAIR TO REGISTER ","","CROSSLISTED WITH MGT 431 01 ","MC","-2","15"
"MGT-431-01","ADV ENTREPRENEURSHIP PRACT.","3.00000","0.00000","SWAN","103","TTH","6:00 PM,","7:15 PM,","Palmer, ToddCullen, Thomas","Open","MSC-430","","CROSSLISTED WITH MGT 430 01 ","MC","12","15"
"MKT-301-01","PRINCIPLES OF MARKETING","3.00000","0.00000","SWANMUPB","109AUD","TTHW","8:30 AM,3:45 PM","9:45 AM,6:15 PM","Ryan, Kristen","Open","","","","MC","1","30"
"MKT-301-02","PRINCIPLES OF MARKETING","3.00000","0.00000","SWANMUPB","109AUD","TTHW","10:00 AM,3:45 PM","11:15 AM,6:15 PM","Ryan, Kristen","Clsd","","","","MC","-2","30"
"MKT-301-03","PRINCIPLES OF MARKETING","3.00000","0.00000","SWANMUPB","109AUD","TTHW","11:30 AM,3:45 PM","12:45 PM,6:15 PM","Ryan, Kristen","Clsd","","","","MC","0","30"
"MKT-302-01","CONSUMER BEHAVIOR","3.00000","0.00000","SWANSWAN","209209","MWM","2:30 PM,1:10 PM","3:45 PM,3:40 PM","Gratz, Elizabeth","Clsd","MKT 301","","","MC","-3","25"
"MKT-302-02","CONSUMER BEHAVIOR","3.00000","0.00000","SWANSWAN","209209","MWW","4:00 PM,10:35 AM","5:15 PM,1:05 PM","Gratz, Elizabeth","Open","MKT 301","","","MC","3","25"
"MKT-303-01","SALES MMGT & PERSONAL SELLING","3.00000","0.00000","","","",",",",","Girard, John","Clsd","MKT 301","","","OL","-4","25"
"MKT-303-02","SALES MMGT & PERSONAL SELLING","3.00000","0.00000","","","",",",",","Girard, John","Clsd","MKT 301","","","OL","-3","25"
"MKT-306-01","INTEGRATED MKT COMMUNICATION","3.00000","0.00000","PLASPLAS","006006","MWFM","9:30 AM,10:35 AM","10:20 AM,1:05 PM","Trivedi, Dharti","Open","MKT 301","","","MC","8","25"
"MKT-306-02","INTEGRATED MKT COMMUNICATION","3.00000","0.00000","PLASPLAS","006006","MWFW","10:30 AM,8:00 AM","11:20 AM,10:30 AM","Trivedi, Dharti","Clsd","MKT 301","","","MC","0","25"
"MKT-311-01","AMER. ADVERTISING FEDERATION","3.00000","0.00000","MUPB","104","TTH","4:00 PM,","5:15 PM,","Liu, Lu","Clsd","MKT 301 INSTRUCTOR PERMISSION FEE REQUIRED","","CROSSLISTED WITH SC 430 01 ","MC","12","25"
"MKT-405-01","INTERNATIONAL MARKETING","3.00000","0.00000","PLASPLAS","006006","MWFS","11:30 AM,10:35 AM","12:20 PM,1:05 PM","Trivedi, Dharti","Clsd","MKT 301","","","MC","0","25"
"MKT-410-01","Contemp Issues and Top. in Mkt","3.00000","0.00000","PLASPLAS","008008","TTHM","11:30 AM,8:00 AM","12:45 PM,10:30 AM","Liu, Lu","Clsd","SENIOR STANDING","","","MC","0","20"
"MKT-410-02","Contemp Issues and Top. in Mkt","3.00000","0.00000","SWANSWAN","103103","TTHT","1:00 PM,8:00 AM","2:15 PM,10:30 AM","Liu, Lu","Open","SENIOR STANDING","","","MC","3","25"
"MKT-499FS-01","SP TOP:FOOD SYSTEMS","3.00000","0.00000","SWANSWAN","109109","TTHS","2:30 PM,8:00 AM","3:45 PM,10:30 AM","Ryan, Kristen","Open","MKT 301","","","MC","1","25"
"MPH-540-01","PUBLIC HEALTH MKT & COMMUNIC","3.00000","0.00000","FRHA","117","W","4:30 PM","7:10 PM","Hoffmann, Pauline","Open","","","","MC","4","10"
"MPH-541-01","PUBLIC HEALTH LEADERSHIP","3.00000","0.00000","FRHA","117","M","4:30 PM","7:10 PM","Couturier, David","Open","","","","MC","2","10"
"MPH-542-01","INTERPROFESSIONAL EDUCATION","1.00000","0.00000","FRHA","117","S","9:00 AM","5:00 PM","Kent, Darla","Open","","","","MC","7","10"
"MPH-551-01","CAPSTONE TO COMMENCEMENT","2.00000","0.00000","FRHA","109","S","9:00 AM","5:00 PM","Allen, Jeffrey","Open","TO BE TAKEN DURING 2ND YEAR","","","MC","8","10"
"MS-102-01","BASIC LEADERSHIP","1.00000","0.00000","MUPB","106","TH","1:00 PM,","2:15 PM,","Manning, Brandon","Open","","","","MC","13","20"
"MS-102-02","BASIC LEADERSHIP","1.00000","0.00000","PLAS","008","T","2:30 PM,","3:45 PM,","Manning, Brandon","Open","","","","MC","17","20"
"MS-102L-01","BASIC LEADERSHIP LAB","1.00000","0.00000","DOHA","026","TH","4:00 PM,","6:00 PM,","Manning, Brandon","Open","","","","MC","23","30"
"MS-202-01","LEADERSHIP & TEAMWORK","2.00000","0.00000","PLAS","008","T","10:00 AM,","11:15 AM,","Manning, Brandon","Open","","","","MC","19","20"
"MS-202-02","LEADERSHIP & TEAMWORK","2.00000","0.00000","PLAS","008","TH","2:30 PM,","3:45 PM,","Manning, Brandon","Open","","","","MC","16","20"
"MS-202L-01","LEADERSHIP & TEAMWORK LAB","1.00000","0.00000","DOHA","026","TH","4:00 PM,","6:00 PM,","Manning, Brandon","Open","","","","MC","16","20"
"MS-301-55","LEADERSHIP/PROB.SOLVING","3.00000","0.00000","","","","","","Luckie, John","Clsd","","","","MC","-1","0"
"MS-301L-55","LEADERSHIP/PROB.SOLVING LAB","1.00000","0.00000","","","","","","Luckie, John","Clsd","","","","MC","-1","0"
"MS-302-01","LEADERSHIP AND ETHICS","3.00000","0.00000","PLAS","011","TTH","2:30 PM,","3:45 PM,","Beshears, Jeffrey","Open","MS 301","","","MC","11","20"
"MS-302L-01","LEADERSHIP AND ETHICS LAB","1.00000","0.00000","DOHA","026","TH","4:00 PM,","6:00 PM,","Beshears, Jeffrey","Open","MS-301L","","","MC","11","20"
"MS-402-01","OFFICERSHIP","3.00000","0.00000","DOHA","026","TTH","1:00 PM,","2:15 PM,","Luckie, John","Open","MS 401","","","MC","17","20"
"MS-402L-01","OFFICERSHIP LAB","1.00000","0.00000","DOHA","026","TH","4:00 PM,","6:00 PM,","Luckie, John","Open","MS-401L","","","MC","17","20"
"MSA-601-72L01","INTRO BUSINESS ANALYTICS II","3.00000","0.00000","","","","","","Gallagher, Michael","Open","","","","SBUOL","15","20"
"MSA-613-71L01","PRESCRIPTIVE ANALYTICS","3.00000","0.00000","","","","","","Gurung, Anil","Open","","","","SBUOL","11","20"
"MSA-645-72L01","ANALYTICS CAPSTONE","3.00000","0.00000","","","","","","McElfresh, Reed","Open","","","","SBUOL","15","20"
"MU-101-01","CONCERT BAND","1.00000","0.00000","RQAC","118","T","6:30 PM,","9:00 PM,","Spaeth, Isaac","Open","","","","MC","13","25"
"MU-102-01","CONCERT CHOIR","1.00000","0.00000","RQAC","211","W","4:00 PM,","6:30 PM,","Stevens, Brian","Open","","","","MC","11","25"
"MU-103-01","JAZZ BAND","1.00000","0.00000","RQAC","118","M","5:30 PM,","7:30 PM,","Sabina, Leslie","Open","","","","MC","15","25"
"MU-104-01","SMALL ENSEMBLE CHAMBER SINGER","1.00000","0.00000","RQAC","211","T","4:00 PM,","6:00 PM,","Stevens, Brian","Open","","","","MC","2","15"
"MU-105-01","APPLIED MUSIC - INTERM. PIANO","1.00000","0.00000","RQAC","203","",",",",","Peterson, Laura","Clsd","","","","MC","-1","8"
"MU-105-02","APPLIED MUSIC ADVANCED PIANO","1.00000","0.00000","RQAC","203","",",",",","Peterson, Laura","Clsd","","","","MC","-1","8"
"MU-105-03","APPLIED MUSIC INTERM. VOCAL","1.00000","0.00000","RQAC","203","",",",",","Stevens, Brian","Open","","","","MC","1","8"
"MU-105-04","APPLIED MUSIC ADVANCED VOCAL","1.00000","0.00000","RQAC","203","",",",",","Stevens, Brian","Clsd","","","","MC","0","8"
"MU-121-01","MUSIC THEORY I","3.00000","0.00000","RQACRQAC","211211","TTHS","8:30 AM,1:10 PM","9:45 AM,3:40 PM","Sabina, Leslie","Open","","","","MC","18","25"
"MU-316-01","HISTORY OF ROCK & ROLL","3.00000","0.00000","RQACRQAC","211211","TTHS","2:30 PM,8:00 AM","3:45 PM,10:30 AM","Peterson, Laura","Clsd","","","","MC","-1","25"
"MU-399K-01","SP TOP:STRING/PIANO CHAMBER","3.00000","0.00000","RQACRQAC","211211","TTHT","10:00 AM,1:10 PM","11:15 AM,3:40 PM","Peterson, Laura","Open","","","","MC","7","12"
"MU-431-01","MIDI & AUDIO APPLICATIONS","3.00000","0.00000","RQACRQAC","211211","TTHT","1:00 PM,8:00 AM","2:15 PM,10:30 AM","Sabina, Leslie","Open","","","","MC","3","10"
"NAIS-111-01","ELEM. SENECA II","3.00000","0.00000","PLAS","011","TTH","5:30 PM,","6:45 PM,","Waterman, Derise","Open","","","","MC","16","20"
"NUR-401-01","NURSING THEORY & PROFESS","3.00000","0.00000","","","","","","Soltysik, Suzanne","Open","RN LICENSE REQUIRED ","","","OL","17","20"
"NUR-497-55","NURSING PHARMACOLOGY","1.50000","0.00000","","","","","","Perkins, Connie","Clsd","RN LICENSE REQUIRED ","","","MC","-1","0"
"OT-560A-01","EVIDENCE BASED PRACTICE","3.00000","0.00000","FRHA","003","TH","1:00 PM","4:00 PM","Rizzuto, AimeRichards, Stephanie","Open","","","","MC","23","30"
"OT-570-01","OCCUPATIONAL TECHNOLOGY","3.00000","0.00000","FRHAFRHA","003004","WW","9:00 AM,9:00 AM","12:00 PM,12:00 PM","Snyder, Molly","Open","","","","MC","23","30"
"OT-580-01","LIFE OCCUPATION:MENTAL HEALTH","3.00000","0.00000","FRHAFRHA","003004","TT","9:00 AM,9:00 AM","12:00 PM,12:00 PM","Snyder, Molly","Open","","","","MC","23","30"
"OT-590-01","LIFE OCCUPATIONS:PEDIATRICS","3.00000","0.00000","FRHAFRHA","003002","THTH","9:00 AM,9:00 AM","12:00 PM,12:00 PM","Kent, Darla","Open","","","","MC","23","30"
"OT-600-01","LIFE OCCUPATIONS:ADULTS","3.00000","0.00000","FRHAFRHA","003004","TT","1:00 PM,1:00 PM","4:00 PM,4:00 PM","Puglio, Ashlee","Open","","","","MC","23","30"
"OT-615-01","APPLIED NEUROSCIENCE FOR OT","3.00000","0.00000","FRHAFRHA","003004","WW","1:00 PM,1:00 PM","4:00 PM,4:00 PM","Rizzuto, AimeRichards, Stephanie","Open","","","","MC","7","15"
"OT-710-01","LEVEL II FIELDWORK","6.00000","0.00000","","","","","","Marasco, Suzanne","Open","","","","MC","20","30"
"OT-720-01","LEVEL II FIELDWORK","6.00000","0.00000","","","","","","Marasco, Suzanne","Open","","","","MC","20","30"
"PA-500-01","PHYSICIAN ASSISTANT PRACTICE","1.00000","0.00000","FRHA","107","F","1:00 PM","2:00 PM","Young, Keith","Open","","","","MC","1","40"
"PA-501-01","BASIC SCIENCE I","5.00000","0.00000","FRHAFRHAFRHAFRHA","107107108A108B","MWMWMWMW","9:15 AM,1:00 PM,1:00 PM,1:00 PM","10:30 AM,5:00 PM,5:00 PM,5:00 PM","Medler, Scott","Open","","","","MC","1","40"
"PA-504-01","PATIENT ASSESSMENT I","3.00000","0.00000","FRHAFRHAFRHAFRHA","013013013013","TTHTHF","1:00 PM,11:00 AM,1:30 PM,9:15 AM","2:30 PM,12:15 PM,2:45 PM,10:45 AM","Steighner, Kesha","Open","","","","MC","1","40"
"PA-507-01","PHARMACOLOGY I","3.00000","0.00000","FRHA","107","MWF","8:00 AM","9:00 AM","Braxton, Derien","Open","","","","MC","1","40"
"PA-510-01","CLINICAL MEDICINE I","8.00000","0.00000","FRHAFRHAFRHAFRHAFRHAFRHAFRHAFRHAFRHAFRHA","107107107107107109117125127129","MTTHFFTTHTTHTTHTTHTTH","10:45 AM,2:45 PM,3:00 PM,11:00 AM,2:15 PM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM","12:00 PM,4:45 PM,4:45 PM,12:00 PM,5:00 PM,12:00 PM,12:00 PM,12:00 PM,12:00 PM,12:00 PM","Szymanski, Jeffrey","Open","","","","MC","1","40"
"PA-513-01","MEDICAL HUMANITIES I","1.00000","0.00000","FRHA","107","W","10:45 AM","12:00 PM","Ackley, Nicole","Open","","","","MC","1","40"
"PA-600-01","CLINICAL PROCEDURES","4.00000","0.00000","FRHAFRHAFRHA","001013013","MTWTHFTTHF","8:00 AM,8:00 AM,12:00 PM","4:00 PM,12:00 PM,4:00 PM","Nelson, Kathryn","Clsd","","","","MC","0","40"
"PA-601-01","SCPE FAMILY MEDICINE","5.00000","0.00000","","","","","","Ackley, Nicole","Open","","","","MC","9","40"
"PA-602-01","SCPE INTERNAL MEDICINE","5.00000","0.00000","","","","","","Ackley, Nicole","Open","","","","MC","24","40"
"PA-603-01","SCPE PEDIATRICS","5.00000","0.00000","","","","","","Ackley, Nicole","Open","","","","MC","27","40"
"PA-604-01","SCPE EMERGENCY MEDICINE","5.00000","0.00000","","","","","","Ackley, Nicole","Open","","","","MC","28","40"
"PA-605-01","SCPE SURGERY","5.00000","0.00000","","","","","","Ackley, Nicole","Open","","","","MC","34","40"
"PA-606-01","SCPE WOMENS HEALTH","5.00000","0.00000","","","","","","Ackley, Nicole","Open","","","","MC","31","40"
"PA-607-01","SCPE BEHAVIORAL HEALTH","5.00000","0.00000","","","","","","Ackley, Nicole","Open","","","","MC","29","40"
"PA-608-01","SCPE SELECTIVE I","5.00000","0.00000","","","","","","Ackley, Nicole","Open","","","","MC","23","40"
"PA-609-01","SCPE SELECTIVE II","5.00000","0.00000","","","","","","Ackley, Nicole","Open","","","","MC","9","40"
"PA-610-01","MASTERS PROPOSAL","1.00000","0.00000","","","","","","Young, Keith","Open","","","","MC","1","40"
"PA-612-01","MASTERS PROJECT DISSEMINATION","2.00000","0.00000","","","","","","Young, Keith","Open","","","","MC","8","40"
"PA-613-01","SUMMATIVE REVIEW","3.00000","0.00000","FRHAFRHAFRHAFRHA","001013013013","MTWTHFTTHFW","8:00 AM,8:00 AM,12:00 PM,8:00 AM","4:00 PM,12:00 PM,4:00 PM,4:00 PM","Nelson, Kathryn","Open","","","","MC","8","40"
"PHB-102-01","GLOBAL PUBLIC HEALTH","3.00000","0.00000","FRHAFRHA","106106","MWFW","1:30 PM,1:10 PM","2:20 PM,3:40 PM","Allen, Jeffrey","Clsd","","","","MC","-12","30"
"PHB-201-55","BIOSTATISTIC IN PUBLIC HEALTH","3.00000","0.00000","","","","","","Allen, Jeffrey","Clsd","","","","MC","-1","0"
"PHB-202-01","MKT & COMM IN PUBLIC HEALTH","3.00000","0.00000","FRHAFRHA","106106","MWFM","9:30 AM,10:35 AM","10:20 AM,1:05 PM","Allen, Jeffrey","Clsd","","","","MC","-8","30"
"PHB-301-01","HEALTH PROMOTION PROGRAMMING","3.00000","0.00000","FRHAFRHA","106106","TTHT","1:00 PM,8:00 AM","2:15 PM,10:30 AM","Thomas, Monica","Clsd","","","","MC","-1","30"
"PHED-110-01","OUTDOOR PURSUITS","3.00000","0.00000","BUTLBUTL","2A2A","MWM","2:30 PM,1:10 PM","3:45 PM,3:40 PM","Brawdy, Paul","Clsd","","","","MC","-11","0"
"PHED-111-01","FITNESS ACTIVITIES","3.00000","0.00000","BUTLBUTL","2A2A","MWFS","11:30 AM,10:35 AM","12:20 PM,1:05 PM","Brawdy, Paul","Clsd","","","","MC","-1","15"
"PHED-111-02","FITNESS ACTIVITIES","3.00000","0.00000","BUTLBUTL","2A2A","MWFT","8:30 AM,10:35 AM","9:20 AM,1:05 PM","Brawdy, Paul","Clsd","","","","MC","-3","12"
"PHED-208-01","PREVENTION/CARE INJURIES","3.00000","0.00000","RECE","002","M","6:00 PM,","8:40 PM,","Hobler, Christopher","Clsd","BIO 212","","","MC","-5","20"
"PHED-308C-01","THEORY/TECHNIQUES OF COACHING","3.00000","0.00000","RECERECE","002002","TTHS","2:30 PM,8:00 AM","3:45 PM,10:30 AM","Scraba, Paula","Open","","","","MC","6","25"
"PHED-310-01","PHIL/PRINC INTERSCHOLASTIC ATH","3.00000","0.00000","RECERECE","002002","WM","4:00 PM,3:45 PM","6:40 PM,6:15 PM","Scraba, Paula","Open","","","","MC","4","25"
"PHED-313-01","WOMEN IN SPORTS","3.00000","0.00000","RECERECE","002002","MWM","2:30 PM,1:10 PM","3:45 PM,3:40 PM","Scraba, Paula","Open","","","crosslisted with WS 313 01 ","MC","13","30"
"PHED-315-01","SPORTS PYSCHOLOGY FOR COACHES","3.00000","0.00000","PLASPLAS","009009","MWFS","11:30 AM,10:35 AM","12:20 PM,1:05 PM","Oh, Daekyun","Open","","","","MC","3","25"
"PHED-403-01","MOTOR BEHAV:TO LEARN TO GROW","3.00000","0.00000","RECERECE","002002","MWFW","10:30 AM,8:00 AM","11:20 AM,10:30 AM","Scraba, Paula","Clsd","","","","MC","-1","25"
"PHED-408-01","SECONDARY M/M IN PHYS ED","3.00000","0.00000","BUTLBUTL","2A2A","MWFM","9:30 AM,10:35 AM","10:20 AM,1:05 PM","Oh, Daekyun","Open","","","","MC","9","15"
"PHED-413D-55","DIR STUDY INTERNSHIP II","1.00000","3.00000","","","","","","Scraba, Paula","Clsd","Junior/Senior Status, requires dept chair permission to register","","","","-1","0"
"PHED-413E-01","DIR. STUDY-KINDERKETICS","1.00000","0.00000","BUTLRECERECE","GYM002002","WWS","11:30 AM,11:30 AM,10:35 AM","12:20 PM,12:20 PM,1:05 PM","Scraba, Paula","Open","","","","MC","6","30"
"PHED-415-01","PSYCHO-SOCIAL ASPECTS","3.00000","0.00000","SWANSWAN","203203","TTHT","1:00 PM,8:00 AM","2:15 PM,10:30 AM","Brawdy, Paul","Open","","","","MC","5","25"
